 STOCKS VALORIZADOS POR ALMACEN - LINEAS 


*OPEN COMB SYSTEMS

**MARKET

COD. LINEA,LINEA,COD. PRODUCTO,PRODUCTO,COD. UNIDAD,STOCK-TOTAL,COSTO,VALOR-TOTAL
000022,LUBRICANTE,0000000000003 ,LUBRICANTES ,01 ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,0000000000C01 ,CASTROL GTX 20W-50 - GALON ,GLN ,5.0000 ,64.110169 ,320.5508450000
000022,LUBRICANTE,0000000000C02 ,CASTROL GTX 20W-50 - LITRO ,LTS ,13.0000 ,16.300046 ,211.9005980000
000022,LUBRICANTE,0000000000C03 ,CASTROL MAGNATEC - LITRO ,LTS ,6.0000 ,22.880145 ,137.2808700000
000022,LUBRICANTE,0000000000C04 ,CASTROL HD-40 ,LTS ,11.0000 ,11.958883 ,131.5477130000
000022,LUBRICANTE,0000000000C05 ,CASTROL HD-50 ,LTS ,44.0000 ,12.263612 ,539.5989280000
000022,LUBRICANTE,0000000000C06 ,CASTROL TECTION 15W-40 - BALDE ,UNI ,-2.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,0000000000C07 ,CASTROL TECTION 15W-40 - GALON ,GLN ,3.0000 ,50.570621 ,151.7118630000
000022,LUBRICANTE,0000000000C08 ,CASTROL RX VISCUS 25W-60 - LITRO ,UNI ,40.0000 ,13.773758 ,550.9503200000
000022,LUBRICANTE,0000000000C09 ,CASTROL RX VISCUS 25W-60 - BALDE ,BAL ,-3.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,0000000000C10 ,CASTROL RX VISCUS 25W-60 - BOLSA ,LTS ,96.0000 ,10.642382 ,1021.6686720000
000022,LUBRICANTE,0000000000C11 ,CASTROL RX VISCUS 25W-60 - GALON ,GLN ,6.0000 ,51.927360 ,311.5641600000
000022,LUBRICANTE,0000000000C12 ,CASTROL RX VISCUS 25W-60 BALDE - GRANEL ,LTS ,221.0000 ,10.638063 ,2351.0119230000
000022,LUBRICANTE,0000000000C13 ,CASTROL TECTION 15W-40 BALDE - GRANEL ,LTS ,75.0000 ,10.389555 ,779.2166250000
000022,LUBRICANTE,0000000000C16 ,CASTROL TECTION 15W-40 LITRO ,UNI ,2.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000AB01 ,ABRO STOP LEAK ,UNI ,2.0000 ,3.351695 ,6.7033900000
000022,LUBRICANTE,000000000AM01 ,AMALIE 15W-40 -  BALDE ,BAL ,9.0000 ,189.040062 ,1701.3605580000
000022,LUBRICANTE,000000000AM02 ,AMALIE 15W-40 - GALON ,GLN ,7.0000 ,42.809927 ,299.6694890000
000022,LUBRICANTE,000000000AM03 ,AMALIE 15W-40 - LITRO ,LTS ,12.0000 ,10.295198 ,123.5423760000
000022,LUBRICANTE,000000000AN01 ,ANIPSA BREA X-5 TEROCOATING ,UNI ,10.0000 ,15.339689 ,153.3968900000
000022,LUBRICANTE,000000000AS01 ,ANSA BOSCH BOBINAS ,UNI ,4.0000 ,26.800847 ,107.2033880000
000022,LUBRICANTE,000000000AT01 ,ANTENA PARA CARRO ,UNI ,3.0000 ,26.799435 ,80.3983050000
000022,LUBRICANTE,000000000BR01 ,BRASSON LIMPIA METAL ,UNI ,11.0000 ,27.799692 ,305.7966120000
000022,LUBRICANTE,000000000BR02 ,BRONCEX LIMPIA METAL ,UNI ,1.0000 ,6.186441 ,6.1864410000
000022,LUBRICANTE,000000000BT01 ,BREA TEROCOATING ,UNI ,2.0000 ,21.419492 ,42.8389840000
000022,LUBRICANTE,000000000CH02 ,CHEVRON DELO 400 15W-40 - GALON ,GLN ,1.0000 ,47.449153 ,47.4491530000
000022,LUBRICANTE,000000000CH03 ,CHEVRON DELO 4000 15W-40 BALDE - GRANEL ,LTS ,76.0000 ,11.320027 ,860.3220520000
000022,LUBRICANTE,000000000CM01 ,CAM MAGNUM ,LTS ,6.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000CP01 ,COCKPIT SHINE GEL - SILICONA DE TABLERO ,UNI ,9.0000 ,6.400188 ,57.6016920000
000022,LUBRICANTE,000000000FF01 ,FOCO PHILIPS 250 WATS ,UNI ,1.0000 ,12.500000 ,12.5000000000
000022,LUBRICANTE,000000000FL01 ,FRENOSA LIQUIDO DE FRENO 118 ML. ,MLL ,23.0000 ,2.653072 ,61.0206560000
000022,LUBRICANTE,000000000FL02 ,FRENOSA LIQUIDO DE FRENO 237 ML. ,MLL ,43.0000 ,4.903869 ,210.8663670000
000022,LUBRICANTE,000000000FL03 ,FRENOSA LIQUIDO DE FRENO 355 ML. ,UNI ,79.0000 ,6.908279 ,545.7540410000
000022,LUBRICANTE,000000000FL04 ,FRENOSA LIQUIDO DE FRENO 946 ML. ,UNI ,18.0000 ,16.465572 ,296.3802960000
000022,LUBRICANTE,000000000FL05 ,FRENOSA LIQUIDO DE FRENO DOT 3 - GALON ,MLL ,4.0000 ,55.599576 ,222.3983040000
000022,LUBRICANTE,000000000FO01 ,FORMULA 1 SILICOLA TABLERO ,UNI ,3.0000 ,11.570621 ,34.7118630000
000022,LUBRICANTE,000000000FR01 ,FOCO R5W ,UNI ,2.0000 ,3.500000 ,7.0000000000
000022,LUBRICANTE,000000000GF01 ,GAS FILTER ,UNI ,41.0000 ,1.920008 ,78.7203280000
000022,LUBRICANTE,000000000GM01 ,GRASA MARFAK HD-3 ,UNI ,7.0000 ,4.519774 ,31.6384180000
000022,LUBRICANTE,000000000GR01 ,GESTONE REFRIGERANTE - GALON ,GLN ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000LC01 ,LIMPIADOR DE CAUCHO ,SPR ,7.0000 ,9.739709 ,68.1779630000
000022,LUBRICANTE,000000000MB01 ,MOBIL DELVAC 15W-40 - BALDE ,BAL ,-6.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000MB02 ,MOBIL SUPER 1000 20W-50 - GALON ,GLN ,5.0000 ,58.800000 ,294.0000000000
000022,LUBRICANTE,000000000MB03 ,MOBIL DELVAC 15W-40 BALDE-GRANEL ,LTS ,66.0000 ,10.185318 ,672.2309880000
000022,LUBRICANTE,000000000MC01 ,MARCA PLACA DE CARRO ,UNI ,1.0000 ,39.110169 ,39.1101690000
000022,LUBRICANTE,000000000PC01 ,PREMIO CREMA ,UNI ,2.0000 ,13.639831 ,27.2796620000
000022,LUBRICANTE,000000000PE01 ,PECSA AGUA DE BATERIA - LITRO ,LTS ,11.0000 ,1.402792 ,15.4307120000
000022,LUBRICANTE,000000000PE02 ,PECSA ATF - LITRO ,LTS ,26.0000 ,10.080038 ,262.0809880000
000022,LUBRICANTE,000000000PE03 ,PECSA COJIN 2T ,MLL ,818.0000 ,1.532003 ,1253.1784540000
000022,LUBRICANTE,000000000PE04 ,PECSA GRASA CHASIS - BALDE ,BAL ,8.0000 ,106.380414 ,851.0433120000
000022,LUBRICANTE,000000000PE05 ,PECSA GRASA CHASIS - CILINDRO ,CIL ,2.0000 ,1618.161000 ,3236.3220000000
000022,LUBRICANTE,000000000PE06 ,PECSA HIDROLAN 68 - BALDE ,BAL ,23.0000 ,147.490052 ,3392.2711960000
000022,LUBRICANTE,000000000PE07 ,PECSA LUB. 25W/60 CF4 - BALDE ,UNI ,1.0000 ,142.279661 ,142.2796610000
000022,LUBRICANTE,000000000PE08 ,PECSA LUB. SAE40 API CF CF2 - GALON ,GLN ,6.0000 ,28.299435 ,169.7966100000
000022,LUBRICANTE,000000000PE09 ,PECSA REFRIGERANTE MEZCLA LISTA - GALON ,UNI ,1.0000 ,8.108757 ,8.1087570000
000022,LUBRICANTE,000000000PE10 ,PECSA REFRIGERANTE MEZCLA LISTA - LITRO ,MLL ,39.0000 ,3.466753 ,135.2033670000
000022,LUBRICANTE,000000000PE11 ,PECSA PUNTOS DE GRASA ,01 ,-2690.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000PE12 ,PECSA ENGRASE DE TORNAMESA ,01 ,-17.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000PE13 ,PECSA LUBRIMAX 25W-60 BALDE GRANEL ,LTS ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000PG01 ,PRIDE GRANDE LUSTRA MUEBLE ,UNI ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000PL01 ,PREMIO LUSTRA MUEBLE ,UNI ,7.0000 ,5.929782 ,41.5084740000
000022,LUBRICANTE,000000000PL02 ,PRIDE LUSTRA MUEBLE (240 CM3) ,UNI ,4.0000 ,6.529661 ,26.1186440000
000022,LUBRICANTE,000000000RE01 ,REPSOL ELAION 20W-50 ,GLN ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000SA01 ,SIMONIZ SHICK AMBIENTAR C/ REPUESTO ,UNI ,4.0000 ,6.819613 ,27.2784520000
000022,LUBRICANTE,000000000SH01 ,SHELL COJIN 2T ,CJN ,99.0000 ,1.805000 ,178.6950000000
000022,LUBRICANTE,000000000SH02 ,SHELL DONAX TYPE IID ,LTS ,22.0000 ,10.000000 ,220.0000000000
000022,LUBRICANTE,000000000SH03 ,SHELL HELIX SAE-40 -LITRO ,LTS ,44.0000 ,9.797865 ,431.1060600000
000022,LUBRICANTE,000000000SH04 ,SHELL HELIX SAE-50 -LITRO ,LTS ,26.0000 ,9.917451 ,257.8537260000
000022,LUBRICANTE,000000000SH05 ,SHELL RIMULA SAE-50 - BALDE ,BAL ,3.0000 ,151.019774 ,453.0593220000
000022,LUBRICANTE,000000000SH07 ,SHELL RIMULA SAE-50 - GALON ,GLN ,4.0000 ,35.588983 ,142.3559320000
000022,LUBRICANTE,000000000SH08 ,SHELL RIMULA SAE-50 - LITRO ,LTS ,53.0000 ,12.364258 ,655.3056740000
000022,LUBRICANTE,000000000SH09 ,SHELL RIMULA SAE-40 - BALDE ,BAL ,3.0000 ,151.019774 ,453.0593220000
000022,LUBRICANTE,000000000SH10 ,SHELL RIMULA SAE-40 - GALON ,GLN ,1.0000 ,32.131356 ,32.1313560000
000022,LUBRICANTE,000000000SH11 ,SHELL RIMULA SAE-40 LITRO ,UNI ,40.0000 ,11.046005 ,441.8402000000
000022,LUBRICANTE,000000000SH12 ,SHELL SPIRAX SAE-140 - BALDE ,BAL ,3.0000 ,201.689266 ,605.0677980000
000022,LUBRICANTE,000000000SH13 ,SHELL SPIRAX SAE-90 - BALDE ,BAL ,5.0000 ,201.689831 ,1008.4491550000
000022,LUBRICANTE,000000000SH14 ,SHELL SPIRAX SAE-140 - GALON ,GLN ,4.0000 ,41.799435 ,167.1977400000
000022,LUBRICANTE,000000000SH15 ,SHELL SPIRAX SAE-90 - GALON ,GLN ,3.0000 ,51.130508 ,153.3915240000
000022,LUBRICANTE,000000000SH16 ,SHELL TELUS S2-68 - BALDE ,BAL ,1.0000 ,156.771186 ,156.7711860000
000022,LUBRICANTE,000000000SH17 ,SHELL RIMULA 15W-40 BALDE - GRANEL ,LTS ,69.0000 ,11.040039 ,761.7626910000
000022,LUBRICANTE,000000000SI01 ,SIMONIZ LIMPIA TAPICERIA ,UNI ,12.0000 ,6.069915 ,72.8389800000
000022,LUBRICANTE,000000000SI02 ,SIMONIZ SUPER KIT - VIDRIOS ESPEJOS ,UNI ,2.0000 ,19.440678 ,38.8813560000
000022,LUBRICANTE,000000000SI03 ,SIMONIZ CERA DE 200 GR. ,GMS ,11.0000 ,8.359784 ,91.9576240000
000022,LUBRICANTE,000000000SI04 ,SIMONIZ CERA DE 300 GR. ,UNI ,17.0000 ,11.780132 ,200.2622440000
000022,LUBRICANTE,000000000SI05 ,SIMONIZ LAVA PARABRISA - GALON ,GLN ,6.0000 ,16.240113 ,97.4406780000
000022,LUBRICANTE,000000000SI06 ,SIMONIZ LAVA PARABRIZA LITRO ,LTS ,13.0000 ,7.130145 ,92.6918850000
000022,LUBRICANTE,000000000ST01 ,STP ANTI RUSH ,UNI ,1.0000 ,8.711864 ,8.7118640000
000022,LUBRICANTE,000000000ST02 ,STP DIESEL FUEL TRATMENT 236 ML. ,UNI ,3.0000 ,6.549906 ,19.6497180000
000022,LUBRICANTE,000000000ST03 ,STP SON OF AGUN - SILICONA LLANTA ,UNI ,12.0000 ,7.059974 ,84.7196880000
000022,LUBRICANTE,000000000ST04 ,STP SON OF AGUN SILICONA TABLERO 473 ML. ,UNI ,9.0000 ,9.689831 ,87.2084790000
000022,LUBRICANTE,000000000ST05 ,STP SON OF AGUN SILICONA TABLERO 118 ML. ,UNI ,13.0000 ,4.040143 ,52.5218590000
000022,LUBRICANTE,000000000ST06 ,STP SON OF AGUN SILICONA DE TABLERO 295 ML. ,UNI ,11.0000 ,8.050196 ,88.5521560000
000022,LUBRICANTE,000000000ST07 ,STP ADITIVO DE ACEITE 450 ML. ,MLL ,2.0000 ,11.080508 ,22.1610160000
000022,LUBRICANTE,000000000TC01 ,TEAN CERA CREMA 200 GR. ,UNI ,8.0000 ,6.049788 ,48.3983040000
000022,LUBRICANTE,000000000TM01 ,TOTAL MOTO 4D 20W-50 API SG  - LITRO ,LTS ,65.0000 ,11.889959 ,772.8473350000
000022,LUBRICANTE,000000000TP01 ,TAPAS DE PRESION PARA RADIADOR ,UNI ,2.0000 ,10.050847 ,20.1016940000
000022,LUBRICANTE,000000000TQ01 ,TOTAL QUARTZ 5000 20W-50 API SL/CF - LITRO ,LTS ,13.0000 ,11.919817 ,154.9576210000
000022,LUBRICANTE,000000000TR01 ,TOTAL RUBIA 15W-40 - LITRO ,LTS ,5.0000 ,18.250000 ,91.2500000000
000022,LUBRICANTE,000000000TR03 ,TOTAL RUBIO 25W-60 BALDE GRANEL ,LTS ,38.0000 ,8.659902 ,329.0762760000
000022,LUBRICANTE,000000000UV01 ,UV3 SILICONA TABLERO ,SPR ,37.0000 ,8.170000 ,302.2900000000
000022,LUBRICANTE,000000000VF01 ,VASO PARA FILTRO DE PETROLEO ,UNI ,4.0000 ,8.900424 ,35.6016960000
000022,LUBRICANTE,000000000VT01 ,VISTONY ADITIVO DIESEL 443 ML. ,MLL ,2.0000 ,6.970339 ,13.9406780000
000022,LUBRICANTE,000000000VT02 ,VISTONY ANTIOXIDANTE PARA RADIADOR ,LTS ,4.0000 ,3.810169 ,15.2406760000
000022,LUBRICANTE,000000000VT04 ,VISTONY ACEITE TRASMISION SAE-250 - BALDE ,BAL ,-2.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000VT06 ,VISTONY AGUA PARA BATERIA 1/2 LT. ,UNI ,36.0000 ,0.654068 ,23.5464480000
000022,LUBRICANTE,000000000VT07 ,VISTONY AGUA PARA BATERIA - GALON ,GLN ,4.0000 ,3.477401 ,13.9096040000
000022,LUBRICANTE,000000000VT08 ,VISTONY AGUA PARA BATERIA 1 LT. ,LTS ,7.0000 ,1.050847 ,7.3559290000
000022,LUBRICANTE,000000000VT09 ,VISTONY ATF ,UNI ,10.0000 ,8.127422 ,81.2742200000
000022,LUBRICANTE,000000000VT10 ,VISTONY HIDROLINA AW-68 - BALDE ,UNI ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000VT11 ,VISTONY BRILLANTA PROTEGE BRILLA - SILICONA LLANTA ,UNI ,29.0000 ,5.552966 ,161.0360140000
000022,LUBRICANTE,000000000VT12 ,VISTONY COJIN 2T ,CJN ,40.0000 ,1.339999 ,53.5999600000
000022,LUBRICANTE,000000000VT13 ,VISTONY GRASA EP2 ROJO ,UNI ,14.0000 ,6.049831 ,84.6976340000
000022,LUBRICANTE,000000000VT15 ,VISTONY LIQUIDO PARA RADIADOR ,UNI ,4.0000 ,5.096045 ,20.3841800000
000022,LUBRICANTE,000000000VT16 ,VISTONY SILICONA WHITE 300ML. ,UNI ,-6.0000 ,6.406603 ,-38.4396180000
000022,LUBRICANTE,000000000VT17 ,VISTONY ACEITE TRASMISION 90B0 - VUELTAS ,VUE ,730.0000 ,1.197001 ,873.8107300000
000022,LUBRICANTE,000000000VT18 ,VISTONY ACEITE DE TRASMISION 250B0 - VUELTAS ,VUE ,159.0000 ,1.164453 ,185.1480270000
000022,LUBRICANTE,000000000VT19 ,VISTONY ACEITE TRASMISION 140B0 - VUELTAS ,VUE ,309.0000 ,1.197000 ,369.8730000000
000022,LUBRICANTE,000000000VT20 ,VISTONY REFRIGERANTE TRIPLE ACCION ,GLN ,3.0000 ,25.573446 ,76.7203380000
000022,LUBRICANTE,000000000VT21 ,VISTONY GRASA CHASIS SUPERH2 ROJA ,UNI ,6.0000 ,138.861986 ,833.1719160000
000022,LUBRICANTE,000000000VT22 ,VISTONY GRASA CHASIS SUPER H2 NEGRA ,UNI ,7.0000 ,116.416465 ,814.9152550000
000022,LUBRICANTE,000000000VT23 ,VISTONY ACEITE TRASMISION SAE-250 BALDE ,UNI ,-14400.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000VT25 ,VISTONY SILICONA WHITE 120ML. ,UNI ,0.0000 ,0.000000 ,0.0000000000
000022,LUBRICANTE,000000000WL01 ,WARNER LIQUIDO DE FRENO ,UNI ,9.0000 ,3.809793 ,34.2881370000
000022,LUBRICANTE,00000000LPB01 ,LIMPIA PARA BRISA BOSCH ,UNI ,1.0000 ,9.771186 ,9.7711860000
000022,LUBRICANTE,00000000VT014 ,VISTONY GRASA EP2 AMARILLA ,UNI ,16.0000 ,5.819915 ,93.1186400000
000022,LUBRICANTE,0021400032125 ,SHELL RIMULA R2 SAE 50 1 LT ,LTS ,0.0000 ,0.000000 ,0.0000000000
000024,OTROS,0000000000001 ,INTERESES, COMISION Y PORTES DE LETRA EN DESCUENTO. ,01 ,0.0000 ,0.000000 ,0.0000000000
000024,OTROS,0000000000002 ,ACTUALIZACION DE PRECIOS, POR VARIACION A NIVEL NACIONAL ,01 ,0.0000 ,0.000000 ,0.0000000000
000024,OTROS,0000000000004 ,DESCUENTO DE PRECIO ESPECIAL ,01 ,0.0000 ,0.000000 ,0.0000000000
000025,FILTROS,0000000000L02 ,AFL-1050 ,UNI ,1.0000 ,5.601695 ,5.6016950000
000025,FILTROS,0000000000L03 ,AFL-1120 ,UNI ,0.0000 ,0.000000 ,0.0000000000
000025,FILTROS,0000000000L04 ,AFL-1121 ,UNI ,0.0000 ,0.000000 ,0.0000000000
000025,FILTROS,0000000000LF9 ,FILTRO LYS LF-9 ,UNI ,21.0000 ,6.388357 ,134.1554970000
000025,FILTROS,0000000000R-7 ,R-7 PUROLATOR ,UNI ,1.0000 ,24.050847 ,24.0508470000
000025,FILTROS,000000000L-48 ,L-48 LYS ,UNI ,3.0000 ,11.988701 ,35.9661030000
000025,FILTROS,000000000LF-1 ,LF-1 LYS ,UNI ,17.0000 ,18.444168 ,313.5508560000
000025,FILTROS,000000000LF1A ,LF-1A LYS ,UNI ,22.0000 ,7.129943 ,156.8587460000
000025,FILTROS,000000000LF-8 ,LF-8 LYS ,UNI ,19.0000 ,8.699822 ,165.2966180000
000025,FILTROS,000000000P-28 ,P-28 PUROLATOR ,UNI ,1.0000 ,17.389831 ,17.3898310000
000025,FILTROS,000000000R-17 ,R-17 PUROLATOR ,UNI ,5.0000 ,13.216949 ,66.0847450000
000025,FILTROS,00000000BLS-9 ,BLS-9 WILLY BUSCH ,UNI ,10.0000 ,5.100000 ,51.0000000000
000025,FILTROS,00000000FS-19 ,FS-19 RH ,UNI ,1.0000 ,17.389831 ,17.3898310000
000025,FILTROS,00000000L-126 ,L-126 LYS ,UNI ,5.0000 ,10.289831 ,51.4491550000
000025,FILTROS,00000000L-127 ,L-127 LYS ,UNI ,6.0000 ,15.879944 ,95.2796640000
000025,FILTROS,00000000L-141 ,L-141 LYS ,UNI ,3.0000 ,7.468927 ,22.4067810000
000025,FILTROS,00000000L-178 ,L-178 LYS ,UNI ,3.0000 ,8.070621 ,24.2118630000
000025,FILTROS,00000000L-310 ,L-310 LYS ,UNI ,7.0000 ,9.089588 ,63.6271160000
000025,FILTROS,00000000L-312 ,L-312 LYS ,UNI ,3.0000 ,44.539548 ,133.6186440000
000025,FILTROS,00000000L-314 ,L-314 LYS ,UNI ,4.0000 ,20.870763 ,83.4830520000
000025,FILTROS,00000000L-942 ,L-942 LYS ,UNI ,3.0000 ,24.460452 ,73.3813560000
000025,FILTROS,00000000LF-27 ,LF-27 LYS ,UNI ,15.0000 ,10.997741 ,164.9661150000
000025,FILTROS,00000000LF-32 ,LF-32 LYS ,UNI ,6.0000 ,14.769774 ,88.6186440000
000025,FILTROS,00000000LF-38 ,LF-38 LYS ,UNI ,10.0000 ,10.403698 ,104.0369800000
000025,FILTROS,00000000LF-46 ,LF-46 LYS ,UNI ,3.0000 ,9.751412 ,29.2542360000
000025,FILTROS,00000000LF-54 ,LF-54 LYS ,UNI ,19.0000 ,9.112846 ,173.1440740000
000025,FILTROS,00000000LF-70 ,LF-70 LYS ,UNI ,4.0000 ,12.959746 ,51.8389840000
000025,FILTROS,00000000LF-73 ,LF-73 LYS ,UNI ,7.0000 ,14.992736 ,104.9491520000
000025,FILTROS,00000000LF-80 ,LF-80 LYS ,UNI ,3.0000 ,7.620763 ,22.8622890000
000025,FILTROS,00000000LP-29 ,LP-29 LYS ,UNI ,8.0000 ,8.987289 ,71.8983120000
000025,FILTROS,00000000PC-42 ,PC-42 PUROLATOR ,UNI ,2.0000 ,6.569492 ,13.1389840000
000025,FILTROS,00000000PCP-2 ,PCP-2 PUROLATOR ,UNI ,2.0000 ,25.381356 ,50.7627120000
000025,FILTROS,00000000PER-1 ,PER-1 PUROLATOR ,UNI ,12.0000 ,13.213277 ,158.5593240000
000025,FILTROS,00000000PER67 ,PER-67 PUROLATOR ,UNI ,4.0000 ,19.946732 ,79.7869280000
000025,FILTROS,00000002020PM ,2020 PM PARKER RACOR ,UNI ,0.0000 ,0.000000 ,0.0000000000
000025,FILTROS,0000000BGS-18 ,BGS-18 WILLY BUSCH ,UNI ,1.0000 ,13.177966 ,13.1779660000
000025,FILTROS,0000000BLE-16 ,BLE-16 WILLY BUSCH ,UNI ,2.0000 ,12.029661 ,24.0593220000
000025,FILTROS,0000000BLS-1A ,BLS-1A WILLY BUSCH ,UNI ,17.0000 ,6.359920 ,108.1186400000
000025,FILTROS,0000000BLS-27 ,BLS-27 WILLY BUSCH ,UNI ,6.0000 ,7.659605 ,45.9576300000
000025,FILTROS,0000000BLS-38 ,BLS-38 WILLY BUSCH ,UNI ,5.0000 ,12.430508 ,62.1525400000
000025,FILTROS,0000000BLS-54 ,BLS-54 WILLY BUSCH ,UNI ,22.0000 ,6.879815 ,151.3559300000
000025,FILTROS,0000000BPS-30 ,BPS-30 WILLY BUSCH ,UNI ,5.0000 ,12.779661 ,63.8983050000
000025,FILTROS,0000000BPS-68 ,BPS-68 WILLY BUSCH ,UNI ,13.0000 ,6.507823 ,84.6016990000
000025,FILTROS,0000000BPS-9K ,BPS-9K WILLY BUSCH ,UNI ,4.0000 ,20.699153 ,82.7966120000
000025,FILTROS,0000000C-1513 ,C-1513 SAKURA ,UNI ,7.0000 ,70.779661 ,495.4576270000
000025,FILTROS,0000000C-2105 ,C-2105 SAKURA ,UNI ,1.0000 ,19.550847 ,19.5508470000
000025,FILTROS,0000000EP-126 ,EP-126 PUROLATOR ,UNI ,1.0000 ,22.000000 ,22.0000000000
000025,FILTROS,0000000FF-105 ,FF-105 FLEETGUARD ,UNI ,6.0000 ,10.179379 ,61.0762740000
000025,FILTROS,0000000L-1200 ,L-1200 LYS ,UNI ,2.0000 ,31.648305 ,63.2966100000
000025,FILTROS,0000000L-139A ,L-139A LYS ,UNI ,5.0000 ,10.289831 ,51.4491550000
000025,FILTROS,0000000L-2030 ,L-2030 LYS ,UNI ,5.0000 ,11.933898 ,59.6694900000
000025,FILTROS,0000000L-2200 ,L-2200 LYS ,UNI ,4.0000 ,9.669492 ,38.6779680000
000025,FILTROS,0000000LF-111 ,LF-111 LYS ,UNI ,4.0000 ,11.690678 ,46.7627120000
000025,FILTROS,0000000LF-115 ,LF-115 LYS ,UNI ,4.0000 ,29.139831 ,116.5593240000
000025,FILTROS,0000000LF-260 ,LF-260 LYS ,UNI ,10.0000 ,6.533898 ,65.3389800000
000025,FILTROS,0000000LF-270 ,LF-270 LYS ,UNI ,6.0000 ,11.059322 ,66.3559320000
000025,FILTROS,0000000LF-300 ,LF-300 LYS ,UNI ,3.0000 ,46.920904 ,140.7627120000
000025,FILTROS,0000000LF-506 ,LF-506 LYS ,UNI ,2.0000 ,19.338983 ,38.6779660000
000025,FILTROS,0000000LF-518 ,LF-518 LYS ,UNI ,3.0000 ,16.779661 ,50.3389830000
000025,FILTROS,0000000LF-519 ,LF-519 LYS ,UNI ,6.0000 ,12.450565 ,74.7033900000
000025,FILTROS,0000000LF-601 ,LF-601 LYS ,UNI ,7.0000 ,16.917676 ,118.4237320000
000025,FILTROS,0000000LF-604 ,LF-604 LYS ,UNI ,5.0000 ,16.539548 ,82.6977400000
000025,FILTROS,0000000LF-615 ,LF-615 LYS ,UNI ,2.0000 ,15.538136 ,31.0762720000
000025,FILTROS,0000000LF-670 ,LF-670 FLEETGUARD ,UNI ,32.0000 ,31.634004 ,1012.2881280000
000025,FILTROS,0000000LF-677 ,LF-667 FLEETGUARD ,UNI ,5.0000 ,30.100484 ,150.5024200000
000025,FILTROS,0000000LF-682 ,LF-682 LYS ,UNI ,4.0000 ,15.129237 ,60.5169480000
000025,FILTROS,0000000LF-734 ,LF-734 LYS ,UNI ,4.0000 ,55.139831 ,220.5593240000
000025,FILTROS,0000000LF-770 ,LF-770 LYS ,UNI ,7.0000 ,37.428571 ,261.9999970000
000025,FILTROS,0000000LF-777 ,LF-777 FLEETGUARD ,UNI ,2.0000 ,35.211864 ,70.4237280000
000025,FILTROS,0000000LF-818 ,LF-818 LYS ,UNI ,8.0000 ,8.720339 ,69.7627120000
000025,FILTROS,0000000LF-833 ,LF-833 LYS ,UNI ,10.0000 ,15.577966 ,155.7796600000
000025,FILTROS,0000000LF-838 ,LF-838 LYS ,UNI ,6.0000 ,9.159605 ,54.9576300000
000025,FILTROS,0000000LF-916 ,LF-916 LYS ,UNI ,3.0000 ,8.740113 ,26.2203390000
000025,FILTROS,0000000LFP150 ,LFP-150 LYS ,UNI ,23.0000 ,6.628136 ,152.4471280000
000025,FILTROS,0000000LFP-68 ,LFP-68 LYS ,UNI ,19.0000 ,7.403390 ,140.6644100000
000025,FILTROS,0000000LFP-85 ,LFP-85 LYS ,UNI ,9.0000 ,41.270245 ,371.4322050000
000025,FILTROS,0000000LFP-87 ,LFP-87 LYS ,UNI ,4.0000 ,11.930085 ,47.7203400000
000025,FILTROS,0000000LH-566 ,LH-566 LYS ,UNI ,10.0000 ,13.450000 ,134.5000000000
000025,FILTROS,0000000LP-191 ,LP-191 LYS ,UNI ,6.0000 ,20.870056 ,125.2203360000
000025,FILTROS,0000000LP-714 ,LP-714 LYS ,UNI ,6.0000 ,9.000000 ,54.0000000000
000025,FILTROS,0000000MF-43A ,MF-43A PUROLATOR ,UNI ,2.0000 ,20.868644 ,41.7372880000
000025,FILTROS,0000000PC-101 ,PC-101 PUROLATOR ,UNI ,6.0000 ,25.389831 ,152.3389860000
000025,FILTROS,0000000PC-211 ,PC-211 PUROLATOR ,UNI ,27.0000 ,10.990270 ,296.7372900000
000025,FILTROS,0000000PER-1A ,PER-1A PUROLATOR ,UNI ,11.0000 ,6.735169 ,74.0868590000
000025,FILTROS,0000000PER-43 ,PER-43 PUROLATOR ,UNI ,1.0000 ,10.550847 ,10.5508470000
000025,FILTROS,0000000PER-79 ,PER-79 PUROLATOR ,UNI ,1.0000 ,12.822034 ,12.8220340000
000025,FILTROS,0000000PER-96 ,PER-96 PUROLATOR ,UNI ,4.0000 ,21.131356 ,84.5254240000
